source_name,title,url,pub_date,discard_reason
@SawyerMerritt,Elon on Nvidia's new Alpamayo AI for self-driving cars:,https://x.com/SawyerMerritt/status/2008399080335036773,2026-01-06,Opinion/commentary on NVIDIA's autonomous driving product - no business activity
@SawyerMerritt,"NEWS: All @Tesla Model Ys trims in China, including the base Model Y RWD, now come standard with black headliner. The gray headliner is officially gone.

Additionally, all Model Y trims in China now come standard with the larger 16"" center screen (up from 15.4"") that the Model Y https://t.co/Vnobn9HyzZ",https://x.com/SawyerMerritt/status/2008385546381381733,2026-01-06,"Tesla product specification change - automotive, not AI-specific business news"
@SawyerMerritt,"NEWS: Tesla China has just announced 5-year 0% interest free loans for the new Model Y L, as well as special low financing rates for the Model 3 and other Model Y trims. https://t.co/GD6Kefx39O",https://x.com/SawyerMerritt/status/2008383201010471277,2026-01-06,"Tesla financing announcement - automotive financing, not AI business news"
@SawyerMerritt,"When there are thousands of Cybercabs running in Austin (and eventually other cities), why would demand in that area for vehicles on Uber’s network not drop like a rock, especially when those vehicles cost 3–5X more and are more expensive per mile for riders?",https://x.com/SawyerMerritt/status/2008366051944247782,2026-01-06,"Commentary on autonomous vehicle market dynamics - opinion, not company business activity"
@SawyerMerritt,"NEWS: Lucid today unveiled its production-intent robotaxi vehicle, developed in partnership with Group, Nuro and Uber, that will power its global robotaxi service. They also debuted today the Uber-designed in-cabin rider experience:

• Sensor array featuring high-resolution https://t.co/rjWH2ULlIj",https://x.com/SawyerMerritt/status/2008330422615261197,2026-01-06,"Lucid robotaxi announcement - automotive company partnership, not AI company business news"
@rohanpaul_ai,"The paper says the best way to manage AI context is to treat everything like a file system.

Today, a model's knowledge sits in separate prompts, databases, tools, and logs, so context engineering pulls this into a coherent system.

The paper proposes an agentic file system where https://t.co/ZZyV4zRb38",https://x.com/rohanpaul_ai/status/2008445933424386074,2026-01-06,"Technical research paper on AI context management - academic content, not business news"
@rohanpaul_ai,"The paper shows Large Language Models solve ARC-AGI puzzles better by thinking in images first, then in text.

Up to 4.33% higher accuracy than text only baselines, without any extra training.

ARC-AGI, short for Abstraction and Reasoning Corpus for Artificial General https://t.co/z9n8L21hK8",https://x.com/rohanpaul_ai/status/2008429827188023748,2026-01-06,"Academic research paper on LLM capabilities - technical research, not business news"
@rohanpaul_ai,"New @AIatMeta paper shows long context large language models miss buried facts, and fixes it with query-only test-time training (qTTT).

On LongBench-v2 and ZeroScrolls, it lifts Qwen3-4B by 12.6 and 14.1 points on average.

A large language model predicts the next token, meaning https://t.co/1fjW4LFUd2",https://x.com/rohanpaul_ai/status/2008414476018827278,2026-01-06,"Meta research paper on language models - academic publication, not business activity"
@rohanpaul_ai,"The end of an era, Stack Exchange that is.

They finished shutting down the physical server racks that ran its sites for most of the last 16 years.

The company moved everything to cloud hosting, and the last New Jersey datacenter hardware was physically removed in Dec-25.

All https://t.co/A1dlL0ebXz",https://x.com/rohanpaul_ai/status/2008398502628581853,2026-01-06,"Stack Exchange infrastructure migration - web platform news, not AI company business"
@rohanpaul_ai,"A solid paper from Stanford, Princeton, Harvard, University of Washington, and many other top univ.

Says that almost all advanced AI agent systems can be understood as using just 4 basic ways to adapt, either by updating the agent itself or by updating its tools.

It also https://t.co/jNJrtqqdoC",https://x.com/rohanpaul_ai/status/2008388104747639146,2026-01-06,"Academic research paper on AI agents - technical research paper, not business news"
